Title Number,Tenure,Property Address,District,County,Region,Postcode,Multiple Address Indicator,Price Paid,Proprietor Name (1),Company Registration No. (1),Proprietorship Category (1),Proprietor (1) Address (1),Proprietor (1) Address (2),Proprietor (1) Address (3),Proprietor Name (2),Company Registration No. (2),Proprietorship Category (2),Proprietor (2) Address (1),Proprietor (2) Address (2),Proprietor (2) Address (3),Proprietor Name (3),Company Registration No. (3),Proprietorship Category (3),Proprietor (3) Address (1),Proprietor (3) Address (2),Proprietor (3) Address (3),Proprietor Name (4),Company Registration No. (4),Proprietorship Category (4),Proprietor (4) Address (1),Proprietor (4) Address (2),Proprietor (4) Address (3),Date Proprietor Added,Additional Proprietor Indicator
NGL957023,Leasehold,"11-15 Arlington Street, London (SW1A 1RD)",CITY OF WESTMINSTER,GREATER LONDON,GREATER LONDON,SW1A 1RD,N,,RYGER INVESTMENT LIMITED,08349914,Limited Company or Public Limited Company,"20 St. James's Street, London SW1A 1ES",,,,,,,,,,,,,,,,,,,,,20-01-2016,N
NGL957023,Leasehold,"11-15 Arlington Street, London (SW1A 1RD)",CITY OF WESTMINSTER,GREATER LONDON,GREATER LONDON,SW1A 1RD,N,,RYGER INVESTMENT LIMITED,08349914,Limited Company or Public Limited Company,"20 St. James's Street, London SW1A 1ES",,,,,,,,,,,,,,,,,,,,,20-01-2016,N
DN94804,Freehold,"4 Langham Place, Plymouth (PL4 9QH)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL4 9QH,N,,MALLARD PROPERTY (EXETER) LIMITED,09729264,Limited Company or Public Limited Company,"2 Malllard Road, Exeter EX2 7LD",,,,,,,,,,,,,,,,,,,,,19-01-2016,N
WS18017,Freehold,"51 Priory Glade, Yeovil (BA21 3SQ)",SOUTH SOMERSET,SOMERSET,SOUTH WEST,BA21 3SQ,N,155000,MALLARD PROPERTY (EXETER) LIMITED,09729264,Limited Company or Public Limited Company,"2 Mallard Road, Exeter EX2 7LD",,,,,,,,,,,,,,,,,,,,,04-11-2015,N
WS47569,Leasehold,"Flat 16, Manhattan, Preston Road, Yeovil and parking space (BA20 2FS)",SOUTH SOMERSET,SOMERSET,SOUTH WEST,BA20 2FS,N,100000,MALLARD PROPERTY (EXETER) LIMITED,09729264,Limited Company or Public Limited Company,"Vici House, 2 Mallard Road, Sowton Industrial Estate, Exeter EX2 7LD",,,,,,,,,,,,,,,,,,,,,30-06-2017,N
WS49902,Leasehold,"Flat 3, Manhattan, Preston Road, Yeovil and parking spaces (BA20 2FS)",SOUTH SOMERSET,SOMERSET,SOUTH WEST,BA20 2FS,N,105000,MALLARD PROPERTY (EXETER) LIMITED,09729264,Limited Company or Public Limited Company,"Mallard Road, Sowton Industrial Estate, Exeter EX2 7LD",,,,,,,,,,,,,,,,,,,,,30-06-2017,N
WS38618,Leasehold,"37 Paulls Close, Martock (TA12 6DE)",SOUTH SOMERSET,SOMERSET,SOUTH WEST,TA12 6DE,N,102000,MALLARD PROPERTY (EXETER) LIMITED,09729264,Limited Company or Public Limited Company,"Vici House, 2 Mallard Road, Sowton Industrial Estate, Exeter EX2 7LD",,,,,,,,,,,,,,,,,,,,,30-06-2017,N
BD27251,Freehold,"39 and 41 Roff Avenue, Bedford (MK41 7TH)",BEDFORD,BEDFORD,SOUTH EAST,MK41 7TH,N,,NEVILLE TRUST LIMITED,01998610,Limited Company or Public Limited Company,"Neville House 301-309 Marsh Road, Luton LU3 2RZ",,,,,,,,,,,,,,,,,,,,,10-05-2012,N
BD211530,Freehold,"590 Hitchin Road, Luton (LU2 7UG)",LUTON,LUTON,SOUTH EAST,LU2 7UG,N,269000,NEVILLE TRUST LIMITED,01998610,Limited Company or Public Limited Company,"Neville House, 301-309 Marsh Road, Luton LU3 2RZ",,,,,,,,,,,,,,,,,,,,,12-10-2015,N
BM401270,Freehold,"Land adjoining 3 Aspley Hill, Woburn Sands, Milton Keynes (MK17 8NH)",MILTON KEYNES,MILTON KEYNES,SOUTH EAST,MK17 8NH,N,,NEVILLE TRUST LIMITED,01998610,Limited Company or Public Limited Company,"Neville House, 301-309 Marsh Road, Luton LU3 2RZ",,,,,,,,,,,,,,,,,,,,,09-11-2015,N
BM401284,Freehold,"3 Aspley Hill, Woburn Sands, Milton Keynes (MK17 8NH)",MILTON KEYNES,MILTON KEYNES,SOUTH EAST,MK17 8NH,N,500000,NEVILLE TRUST LIMITED,01998610,Limited Company or Public Limited Company,"Neville House, 301-309 Marsh Road, Luton LU3 2RZ",,,,,,,,,,,,,,,,,,,,,09-11-2015,N
HD513349,Freehold,"73 Marlowes, Hemel Hempstead (HP1 1LF)",DACORUM,HERTFORDSHIRE,SOUTH EAST,HP1 1LF,N,150000,NEVILLE TRUST LIMITED,01998610,Limited Company or Public Limited Company,"Neville House, Marsh Road, Leagrave, Luton, Bedfordshire LU3 2RZ",,,,,,,,,,,,,,,,,,,,,07-12-2011,N
BD27251,Freehold,"39 and 41 Roff Avenue, Bedford (MK41 7TH)",BEDFORD,BEDFORD,SOUTH EAST,MK41 7TH,N,,NEVILLE TRUST LIMITED,01998610,Limited Company or Public Limited Company,"Neville House 301-309 Marsh Road, Luton LU3 2RZ",,,,,,,,,,,,,,,,,,,,,10-05-2012,N
BD211530,Freehold,"590 Hitchin Road, Luton (LU2 7UG)",LUTON,LUTON,SOUTH EAST,LU2 7UG,N,269000,NEVILLE TRUST LIMITED,01998610,Limited Company or Public Limited Company,"Neville House, 301-309 Marsh Road, Luton LU3 2RZ",,,,,,,,,,,,,,,,,,,,,12-10-2015,N
BM401270,Freehold,"Land adjoining 3 Aspley Hill, Woburn Sands, Milton Keynes (MK17 8NH)",MILTON KEYNES,MILTON KEYNES,SOUTH EAST,MK17 8NH,N,,NEVILLE TRUST LIMITED,01998610,Limited Company or Public Limited Company,"Neville House, 301-309 Marsh Road, Luton LU3 2RZ",,,,,,,,,,,,,,,,,,,,,09-11-2015,N
BM401284,Freehold,"3 Aspley Hill, Woburn Sands, Milton Keynes (MK17 8NH)",MILTON KEYNES,MILTON KEYNES,SOUTH EAST,MK17 8NH,N,500000,NEVILLE TRUST LIMITED,01998610,Limited Company or Public Limited Company,"Neville House, 301-309 Marsh Road, Luton LU3 2RZ",,,,,,,,,,,,,,,,,,,,,09-11-2015,N
HD513349,Freehold,"73 Marlowes, Hemel Hempstead (HP1 1LF)",DACORUM,HERTFORDSHIRE,SOUTH EAST,HP1 1LF,N,150000,NEVILLE TRUST LIMITED,01998610,Limited Company or Public Limited Company,"Neville House, Marsh Road, Leagrave, Luton, Bedfordshire LU3 2RZ",,,,,,,,,,,,,,,,,,,,,07-12-2011,N
DN590779,Freehold,"Land on the north west side of Cranniford Cottages, Broadclyst, Exeter",EAST DEVON,DEVON,SOUTH WEST,,N,,TRUMP SOLAR LIMITED,08776694,Limited Company or Public Limited Company,"Higher Rixdale Farm, Luton, Chudleigh, Newton Abbot TQ13 0BW",,,,,,,,,,,,,,,,,,,,,04-04-2016,N
DN664494,Freehold,"Land to the south of Saundercroft Road, Broadclyst, Exeter",EAST DEVON,DEVON,SOUTH WEST,,N,,TRUMP SOLAR LIMITED,08776694,Limited Company or Public Limited Company,"Higher Rixdale Farm, Luton, Chudleigh, Newton Abbot TQ13 0BW",,,,,,,,,,,,,,,,,,,,,26-11-2015,N
DN590779,Freehold,"Land on the north west side of Cranniford Cottages, Broadclyst, Exeter",EAST DEVON,DEVON,SOUTH WEST,,N,,TRUMP SOLAR LIMITED,08776694,Limited Company or Public Limited Company,"Higher Rixdale Farm, Luton, Chudleigh, Newton Abbot TQ13 0BW",,,,,,,,,,,,,,,,,,,,,04-04-2016,N
DN664494,Freehold,"Land to the south of Saundercroft Road, Broadclyst, Exeter",EAST DEVON,DEVON,SOUTH WEST,,N,,TRUMP SOLAR LIMITED,08776694,Limited Company or Public Limited Company,"Higher Rixdale Farm, Luton, Chudleigh, Newton Abbot TQ13 0BW",,,,,,,,,,,,,,,,,,,,,26-11-2015,N
CYM198778,Freehold,"Land lying to the north of Waun Penlan, Rhydyfro, Pontardawe",NEATH PORT TALBOT,NEATH PORT TALBOT,WALES,,N,,OAKVIEW LAND LIMITED,05626728,Limited Company or Public Limited Company,"8 West Street, Gorseinon, Swansea SA4 4AA",,,,,,,,,,,,,,,,,,,,,15-01-2007,N
CYM327635,Freehold,"Land on the north side of Waun Penlan, Pontardawe, Swansea",NEATH PORT TALBOT,NEATH PORT TALBOT,WALES,,N,,OAKVIEW LAND LIMITED,05626728,Limited Company or Public Limited Company,"8 West Street, Gorseinon, Swansea, Swansea SA4 4AA",,,,,,,,,,,,,,,,,,,,,27-12-2006,N
MS457867,Leasehold,"Land to the north of Chapel Lane, Formby",SEFTON,MERSEYSIDE,NORTH WEST,,N,,THE CLOISTERS (FORMBY) LIMITED,03908638,Limited Company or Public Limited Company,"39 Rodney Street, Liverpool, Merseyside L1 9EN",,,,,,,,,,,,,,,,,,,,,04-02-2003,N
MS449076,Leasehold,"Land at the back of 25 Chapel Lane, Formby",SEFTON,MERSEYSIDE,NORTH WEST,,N,,THE CLOISTERS (FORMBY) LIMITED,03908638,Limited Company or Public Limited Company,"39 Rodney Street, Liverpool, Merseyside L1 9EN",,,,,,,,,,,,,,,,,,,,,04-02-2003,N
DN113129,Freehold,"4 Dumfries Avenue, Plymouth (PL5 3SU)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL5 3SU,N,119000,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Suite 2-1 Renslade House, Bonday Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,06-06-2007,N
DN48694,Freehold,"land on the South side of Sivell Place, Exeter",EXETER,DEVON,SOUTH WEST,,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Suite 2.1, Renslade House, Bonhay Road, Exeter, Devon EX4 3AY",,,,,,,,,,,,,,,,,,,,,22-01-2008,N
DN30836,Freehold,"562 Budshead Road, Whitleigh, Plymouth (PL5 4DH)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL5 4DH,N,120000,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"562 Budshead Road, Whitleigh, Plymouth PL5 4DH",,,,,,,,,,,,,,,,,,,,,30-05-2007,N
DN31071,Freehold,"30 Keyham Road, Plymouth (PL2 1QX)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL2 1QX,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Level 2, Renslade House, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,23-04-2007,N
DN54753,Freehold,"land adjoining 2 Underidge Close, Paignton",TORBAY,TORBAY,SOUTH WEST,,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Suite 2.1 Second Floor, Renslade House, Bonhay Road, Exeter, Devon EX4 3AY",,,,,,,,,,,,,,,,,,,,,21-08-2006,N
DN28962,Freehold,"46 Station Road, Keyham, Plymouth (PL2 1NQ)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL2 1NQ,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Suite 2.1, Second Floor Renslade House, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,05-06-2006,N
DN93857,Freehold,"188 Grenville Road, Plymouth (PL4 9QE)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL4 9QE,N,106500,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Renslade House, Level 2, 1 Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,22-05-2006,N
DN42681,Freehold,"Land on the South side of Sivell Place, Heavitree, Exeter",EXETER,DEVON,SOUTH WEST,,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Suite 2.1, Renslade House, Bonhay Road, Exeter, Devon EX4 3AY",,,,,,,,,,,,,,,,,,,,,22-01-2008,N
WS41140,Freehold,"Land on the north side of North Lane, Yeovil",SOUTH SOMERSET,SOMERSET,SOUTH WEST,,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Suite 2.1, Level 2, Rensldade House, Bonhay Road, Exeter, Devon EX4 3AY",,,,,,,,,,,,,,,,,,,,,21-05-2007,N
DN36049,Freehold,"2 Underidge Close, Paignton (TQ3 3XU)",TORBAY,TORBAY,SOUTH WEST,TQ3 3XU,N,270000,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Suite 2.1 Second Floor, Renslade House, Bonhay Road, Exeter, Devon EX4 3AY",,,,,,,,,,,,,,,,,,,,,07-06-2006,N
DN92804,Freehold,"1 Commercial Road, Plymouth (PL4 0LD)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL4 0LD,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Suite 2.1 Second Floor, Renslade House, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,03-07-2007,N
DN17153,Freehold,"2a Beaumont Avenue, Plymouth (PL4 8DX)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL4 8DX,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Level 3, Renslade House, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,23-04-2007,N
DN27812,Freehold,"4 Ferndale Avenue, Plymouth (PL2 2EJ)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL2 2EJ,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Renslade House, Suite 2.1, Level 2 Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,14-05-2008,N
DN29867,Freehold,"18 Croydon Gardens, Plymouth (PL5 2RH)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL5 2RH,N,119000,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Renslade House, Suite 2.1, Level 2, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,23-04-2007,N
DN186337,Freehold,"46 Grand Parade, Plymouth (PL1 3DJ)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL1 3DJ,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Level 2, 1 Renslade House, Bonhay Road, Exeter EX4 3BY",,,,,,,,,,,,,,,,,,,,,13-03-2007,N
DN127894,Freehold,"100 Northampton Close, Plymouth (PL5 4RH)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL5 4RH,N,118500,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Renslade House, Suite 2.1, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,21-05-2007,N
CL238678,Freehold,"1 Tregarth, Penwithick, St Austell and garage (PL26 8UD)",CORNWALL,CORNWALL,SOUTH WEST,PL26 8UD,N,102000,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Renslade House, Level 2.1, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,05-07-2007,N
DN291677,Freehold,"27 Eliot Street, Weston Mill, Plymouth (PL5 1AX)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL5 1AX,N,120000,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Renslade House, Level 2.1, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,26-04-2007,N
DN536429,Freehold,"Land forming part of 9 Lynwood Avenue, Exeter, (EX4 1EF)",EXETER,DEVON,SOUTH WEST,EX4 1EF,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Renslade House, Bonhay Road, Exeter, EX4 3AY",,,,,,,,,,,,,,,,,,,,,07-08-2006,N
DN498305,Freehold,"120 Elgin Crescent, Crownhill, Plymouth (PL5 3BX)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL5 3BX,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Level 2.1, Renslade House, Bonhay Road, Exeter EX4 3AY","4 Cranmere Court, Lustleigh Close, Matford Business Park, Exeter EX2 8PW",,,,,,,,,,,,,,,,,,,,06-04-2009,N
DN306108,Freehold,"Langton Workshops and West View Road, West View Road, Okehampton (EX20 1NF)",WEST DEVON,DEVON,SOUTH WEST,EX20 1NF,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Level 2, Renslade House, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,14-05-2008,N
DN269402,Freehold,"54 Victoria Road, Plymouth (PL5 1RF)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL5 1RF,N,191000,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Suite 2.1, Renslade House, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,03-07-2007,N
DN475758,Leasehold,"34 Herbert Street, Stoke, Plymouth (PL2 1RX)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL2 1RX,N,62000,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Suite 2.1 Renslade House, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,17-07-2007,N
DN538787,Freehold,"22 Stenlake Terrace, Plymouth (PL4 9LA)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL4 9LA,N,91500,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Level 2.1, Renslade House, Bonhay Road, Exeter EX4 3BY",,,,,,,,,,,,,,,,,,,,,21-09-2006,N
DN538857,Freehold,"Courtenay House, Pound Lane, Teignmouth (TQ14 8SP)",TEIGNBRIDGE,DEVON,SOUTH WEST,TQ14 8SP,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Suite 2.1 Second Floor, Renslade House, Bonhay Road, Exeter, Devon EX4 3AY",,,,,,,,,,,,,,,,,,,,,22-09-2006,N
DN545714,Freehold,"Building plot 1 at Woodbury Park, Axminster",EAST DEVON,DEVON,SOUTH WEST,,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Level 2.1 Renslade House, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,25-01-2007,N
DN284243,Leasehold,"146 Rothesay Gardens, Plymouth (PL5 3TB)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL5 3TB,N,72000,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Level 2, Renslade House, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,17-07-2007,N
DN288279,Leasehold,"Ground Floor Flat, 77 Furzehill Road, Plymouth and Parking space (PL4 7LB)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL4 7LB,N,75000,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Level 2, 1 Renslade House, Bonhay Road, Exeter, Devon EX4 3AY",,,,,,,,,,,,,,,,,,,,,26-02-2010,N
DN549980,Freehold,"154 Grenville Road, Plymouth (PL4 9QD)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL4 9QD,N,136000,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Level 2, Renslade House, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,25-04-2007,N
DN288278,Leasehold,"First Floor Flat, 77 Furzehill Road, Plymouth and parking space (PL4 7LB)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL4 7LB,N,81000,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Suite 2.1, Level 1, Renslade House, Bonham Road, Exeter, Devon",,,,,,,,,,,,,,,,,,,,,14-07-2008,N
DN260178,Freehold,"2 Milton Road, Exeter (EX2 6BL)",EXETER,DEVON,SOUTH WEST,EX2 6BL,N,170000,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Level 2, Renslade House, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,23-04-2007,N
DN309743,Freehold,"50-52 Ferry Road, Plymouth (PL1 4FB)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL1 4FB,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Level 2.1, Renslade House, Bonhay Road, Exeter EX5 3AY",,,,,,,,,,,,,,,,,,,,,10-03-2010,N
DN419535,Freehold,"2 Mallard Road, Sowton, Exeter (EX2 7LD)",EXETER,DEVON,SOUTH WEST,EX2 7LD,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Level 2, Renslade House, Bonhay Road, Exeter, Devon EX4 3AY",,,,,,,,,,,,,,,,,,,,,20-03-2007,N
DN273138,Freehold,"69 Lakeside Drive, Plymouth (PL5 2SP)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL5 2SP,N,123000,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Renslade House, Suite 2.1, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,09-07-2007,N
DN257249,Freehold,"145 Bampfylde Way, Plymouth (PL6 6ST)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL6 6ST,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Level 2.1, Renslad House, Bonhay Road, Exeter, Devon EX2 3AY","Unit 4, Cranmere Court, Lustleigh Close, Matford Business Park, Marsh Barton Trading Estate, Exeter, Devon EX2 8PW",,,,,,,,,,,,,,,,,,,,06-04-2009,N
DN386641,Freehold,"The Stonemasons Arms, 142 Albert Road, Plymouth (PL2 1AQ)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL2 1AQ,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Renslade House, Suite 2.1 Level 2, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,07-06-2007,N
DN290318,Freehold,"9 Melville Road, Plymouth (PL2 1PJ)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL2 1PJ,N,112000,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Suite 2.1, Renslade House, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,03-07-2007,N
DN535703,Freehold,"8 Church Street, Heavitree, Exeter (EX2 5EH)",EXETER,DEVON,SOUTH WEST,EX2 5EH,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Renslade House, Suite 2.1, Level 2, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,23-05-2008,N
DN257948,Freehold,"62 Charlotte Street, Plymouth (PL2 1RJ)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL2 1RJ,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Suite 2.1, 2nd Floor Renslade House, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,06-03-2006,N
DN547162,Freehold,"14 Brandon Road, Plymouth (PL3 6AT)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL3 6AT,N,79400,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Level 2.1, Renslade House, Bonhay Road, Exeter, Devon EX4 3BY",,,,,,,,,,,,,,,,,,,,,22-02-2007,N
DN326923,Freehold,"66 Station Road, Plymouth (PL2 1NH)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL2 1NH,N,120500,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Level 2, Renslade House, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,23-04-2007,N
DN273204,Freehold,"10 Honiton Close, Plymouth (PL5 3RX)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL5 3RX,N,59950,CRISPLANE LTD,05044409,Limited Company or Public Limited Company,"Level 2.1, Renslade House, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,12-12-2008,N
DN213987,Freehold,"16 Archibald Road, Exeter (EX1 1SA)",EXETER,DEVON,SOUTH WEST,EX1 1SA,N,285000,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Suite 2.1, Renslade House, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,03-07-2007,N
DN280223,Leasehold,"96 Rothesay Gardens, Plymouth (PL5 3TA)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL5 3TA,N,70000,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Suite 2.1, Level 1, Renslade House, Bonhay Road, Exeter, Devon EX4 3AY",,,,,,,,,,,,,,,,,,,,,30-06-2008,N
DN227420,Freehold,"77 Furzehill Road, Plymouth (PL4 7LB)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL4 7LB,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Vici House, 2 Mallard Road, Sowton EX2 7LD",,,,,,,,,,,,,,,,,,,,,02-09-2013,N
DN314348,Freehold,"Marquis Of Granby, 28 Granby Street, Plymouth (PL1 4BH)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL1 4BH,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Suite 2.1, 2nd Floor Renslade House, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,27-09-2006,N
DY369023,Freehold,"Land on the west side of Old Hill, Ashbourne",DERBYSHIRE DALES,DERBYSHIRE,EAST MIDLANDS,,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Renslade House Suite 2.1 Level 1 Bonhay Road, Exeter, Devon EX4 3AY",,,,,,,,,,,,,,,,,,,,,29-11-2007,N
DY405230,Freehold,"LAND ON THE NORTH SIDE OF Hawthorne Avenue, Stretton, Alfreton",NORTH EAST DERBYSHIRE,DERBYSHIRE,EAST MIDLANDS,,N,,CRISPLANE LIMITED,05044409,Limited Company or Public Limited Company,"Renslade House, Suit 2.1, Level 1 Bonhay Road, Exeter, Devon",,,,,,,,,,,,,,,,,,,,,29-11-2007,N
DN22077,Freehold,"2 Atherton Place, Plymouth (PL2 1RN)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL2 1RN,N,,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"Southernhay House, 36 Southernhay East, Exeter EX1 1NX",,,,,,,,,,,,,,,,,,,,,19-08-2003,N
DN22350,Freehold,"7 Phillimore Street, Plymouth (PL2 1JF)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL2 1JF,N,,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"Francis Clark Southernhay House, 36 Southernhay East, Exeter EX1 1NX",,,,,,,,,,,,,,,,,,,,,25-10-2005,N
DN46574,Freehold,"114 Alexandra Road, Mutley, Plymouth (PL4 7JU)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL4 7JU,N,,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"Francis Clark, Southernhay House, 36 Southernhay East, Exeter EX1 1NX",,,,,,,,,,,,,,,,,,,,,30-06-2005,N
