DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
191105824,02/06/2019,10/01/2017,1200,,Northeast,1161,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1259 1814 0533 0527 0906,15,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,810,,,,1200 N  ALEXANDRIA                   AV,,"(34.0931, -118.2984)"
191106002,02/09/2019,01/01/2017,0001,,Northeast,1151,354,THEFT OF IDENTITY,1202 1822,58,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1400 N  EDGEMONT                     ST,,"(34.0968, -118.2961)"
191106359,02/17/2019,02/15/2017,0210,,Northeast,1143,310,BURGLARY,1501,49,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,2900    SAINT GEORGE                 ST,,"(34.1097, -118.2739)"
191106519,02/20/2019,11/12/2017,1200,,Northeast,1135,354,THEFT OF IDENTITY,1822 1501,55,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2200 W  AVENUE 33,,"(34.1164, -118.2332)"
191206788,02/08/2019,11/29/2017,1200,,77th Street,1241,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0601 1817 0377,55,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,3300 W  63RD                         ST,,"(33.9829, -118.3294)"
191206916,02/10/2019,11/25/2017,0001,,77th Street,1267,354,THEFT OF IDENTITY,0928 1822,19,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8300 S  VERMONT                      AV,,"(33.9636, -118.2914)"
191305780,02/04/2019,12/26/2017,2200,,Newton,1321,121,"RAPE, FORCIBLE",1309 2002 1206 0400 0500 2034 0913 0532 1262,22,F,W,733,BAR/SPORTS BAR (OPEN DAY & NIGHT),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,2300 S  HILL                         ST,,"(34.0285, -118.269)"
191306296,02/12/2019,03/14/2017,1830,,Newton,1352,121,"RAPE, FORCIBLE",1259 1251 0522 0503 0527 0537 0369 0400 0515 0913,16,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,200 E  46TH                         ST,,"(34.002, -118.2718)"
191405994,02/01/2019,05/25/2017,0700,,Pacific,1415,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,-1,M,X,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,1200    ROSE                         AV,,"(34.0058, -118.4596)"
191506137,02/10/2019,02/08/2017,0001,,N Hollywood,1553,354,THEFT OF IDENTITY,1501 1814,70,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4700    COLFAX                       AV,,"(34.1558, -118.3877)"
191506697,02/21/2019,05/12/2017,0800,,N Hollywood,1543,354,THEFT OF IDENTITY,1822 0923,36,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5400    CORTEEN                      PL,,"(34.1685, -118.4019)"
191506703,02/21/2019,04/01/2017,1200,,N Hollywood,1503,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1822 0536,35,M,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,821,,,,6900    LAURELGROVE                  AV,,"(34.1958, -118.4008)"
191506907,02/24/2019,09/21/2017,1700,,N Hollywood,1501,310,BURGLARY,0321 1414 1607 0344,49,F,O,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,12900    SATICOY                      ST,,"(34.2066, -118.4144)"
191605671,02/15/2019,01/01/2017,1200,,Foothill,1682,760,LEWD/LASCIVIOUS ACTS WITH CHILD,0551 1258 0522 0500 1801,9,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,760,,,,8800    RINCON                       AV,,"(34.2288, -118.3988)"
191605874,02/19/2019,10/01/2017,0001,,Foothill,1675,354,THEFT OF IDENTITY,1822,32,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8600    SUNLAND                      BL,,"(34.2309, -118.3727)"
191606031,02/26/2019,02/21/2017,0800,,Foothill,1638,354,THEFT OF IDENTITY,0928 0929 1822,39,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10300    SAMOA                        AV,,"(34.2559, -118.287)"
191705870,02/09/2019,08/01/2017,0300,,Devonshire,1753,121,"RAPE, FORCIBLE",1259 1251 0913 0334 0302 0504 0513 1820 0507 0515,3,F,W,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,121,,,,LEMARSH                      ST,JOVITA                       AV,"(34.2554, -118.577)"
191705871,02/09/2019,08/01/2017,0300,,Devonshire,1753,121,"RAPE, FORCIBLE",1259 1251 0913 0334 0448 0504 0513 1820 0507 0515,14,F,W,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,121,,,,LEMARSH                      ST,JOVITA                       AV,"(34.2554, -118.577)"
191705902,02/07/2019,01/01/2017,1800,,Devonshire,1716,860,BATTERY WITH SEXUAL CONTACT,0552 0522 1259 1251 0446 0416,14,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,17200    HALSEY                       ST,,"(34.2812, -118.5101)"
191705999,02/13/2019,12/12/2017,1000,,Devonshire,1771,354,THEFT OF IDENTITY,1822 0100,34,M,O,221,PUBLIC STORAGE,,,IC,Invest Cont,354,,,,9400    DE SOTO                      AV,,"(34.2409, -118.5885)"
191706299,02/16/2019,08/23/2017,1200,,Devonshire,1708,354,THEFT OF IDENTITY,0930 1822,38,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11800    GOTHIC                       AV,,"(34.2847, -118.4896)"
191706508,02/23/2019,06/19/2017,0001,,Devonshire,1705,354,THEFT OF IDENTITY,1822,18,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12800    WINTHROP                     AV,,"(34.3032, -118.5076)"
191806038,02/03/2019,04/01/2017,1200,,Southeast,1849,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 1258 0522 0360,6,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,2000 E  115TH                        ST,,"(33.9305, -118.2363)"
191806301,02/11/2019,12/20/2017,1200,,Southeast,1881,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,700 W  REDONDO BEACH                BL,,"(33.8926, -118.2874)"
191806386,02/12/2019,12/30/2017,1200,,Southeast,1839,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1801 1258,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,2200 N  SANTA ANA                    BL,,"(33.939, -118.2314)"
191806554,02/13/2019,06/20/2017,1200,,Southeast,1821,946,OTHER MISCELLANEOUS CRIME,1501,60,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,946,,,,9500 S  HOOVER                       ST,,"(33.9501, -118.2869)"
191905715,02/06/2019,11/01/2017,0800,,Mission,1983,354,THEFT OF IDENTITY,1822,22,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8500    COLUMBUS                     AV,,"(34.2247, -118.4655)"
191905737,02/07/2019,11/01/2017,0800,,Mission,1972,354,THEFT OF IDENTITY,1822 0928,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,15200    SUNBURST                     ST,,"(34.2346, -118.4649)"
192005499,02/01/2019,12/01/2017,1000,,Olympic,2021,354,THEFT OF IDENTITY,0100 1202 0930,77,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,300    WESTMINSTER                  AV,,"(34.069, -118.3163)"
192005746,02/06/2019,12/29/2017,1600,,Olympic,2027,354,THEFT OF IDENTITY,0100 1202,81,M,K,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,600 S  NORMANDIE                    AV,,"(34.0636, -118.3004)"
192005785,02/06/2019,01/15/2017,2200,,Olympic,2073,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1259 0552 0522 0515 0507 0536 0518,13,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,2900 W  15TH                         ST,,"(34.0454, -118.3061)"
192005840,02/08/2019,12/29/2017,0600,,Olympic,2027,354,THEFT OF IDENTITY,0100,75,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600 S  NORMANDIE                    AV,,"(34.0636, -118.3004)"
192006027,02/12/2019,11/01/2017,0001,,Olympic,2058,354,THEFT OF IDENTITY,0928 0100,25,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,900 S  WESTMORELAND                 AV,,"(34.0537, -118.2891)"
192105646,02/06/2019,02/01/2017,1200,,Topanga,2115,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,57,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,21900    ROSCOE                       BL,,"(34.2197, -118.6045)"
192106216,02/19/2019,03/01/2017,0001,,Topanga,2134,121,"RAPE, FORCIBLE",0519,25,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,821,,,SHOUP                        AV,SATICOY                      ST,"(34.2083, -118.6147)"
181325182,02/09/2019,12/30/2018,1940,,Newton,1352,510,VEHICLE - STOLEN,,58,F,H,101,STREET,,,IC,Invest Cont,510,,,,4400 S  MAIN                         ST,,"(34.0038, -118.274)"
181424869,02/11/2019,11/17/2018,0800,,Pacific,1441,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0429 0406 2004 0913 1218,39,M,H,158,TRANSIENT ENCAMPMENT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,,,,400 N  VENICE                       BL,,"(33.9863, -118.468)"
190106277,02/03/2019,10/28/2018,1620,,Central,0132,354,THEFT OF IDENTITY,1822 0928,48,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,800 W  1ST                          ST,,"(34.0571, -118.2509)"
190106315,02/04/2019,09/27/2018,1715,,Central,0128,761,BRANDISH WEAPON,0334,34,M,B,101,STREET,219,SCREWDRIVER,IC,Invest Cont,761,,,,2ND,LOS ANGELES                  ST,"(34.0493, -118.2418)"
190106325,02/04/2019,11/08/2018,0900,,Central,0111,662,"BUNCO, GRAND THEFT",0601 0344 0800 0701,44,F,A,201,JEWELRY STORE,,,IC,Invest Cont,662,,,,800 N  BROADWAY,,"(34.0623, -118.2383)"
190106392,02/05/2019,12/24/2018,1200,,Central,0111,330,BURGLARY FROM VEHICLE,1609 0344 1307 0386 1278,46,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,600 N  FIGUEROA                     ST,,"(34.0627, -118.2463)"
190106411,02/05/2019,12/04/2018,1400,,Central,0182,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,700 W  9TH                          ST,,"(34.0458, -118.2614)"
190106412,02/05/2019,10/01/2018,1500,,Central,0119,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0344,0,M,O,102,SIDEWALK,,,IC,Invest Cont,668,,,,500    RAMIREZ                      ST,,"(34.0552, -118.2322)"
190106421,02/05/2019,12/19/2018,1200,,Central,0176,354,THEFT OF IDENTITY,0377,33,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,800    SANTEE                       ST,,"(34.0413, -118.2517)"
190106571,02/07/2019,11/09/2018,1400,,Central,0141,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,400 S  FIGUEROA                     ST,,"(34.0542, -118.2566)"
190106578,02/07/2019,10/05/2018,0530,,Central,0148,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0325 1803,51,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,400    CROCKER                      ST,,"(34.0449, -118.2415)"
190106585,02/07/2019,08/31/2018,1200,,Central,0152,662,"BUNCO, GRAND THEFT",0800 1817,64,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,662,,,,600 S  OLIVE                        ST,,"(34.0481, -118.2542)"
190106603,02/07/2019,11/20/2018,2000,,Central,0119,440,THEFT PLAIN - PETTY ($950 & UNDER),0910 2049 0344,26,F,B,801,MTA BUS,,,IC,Invest Cont,440,,,,800 N  ALAMEDA                      ST,,"(34.0563, -118.2374)"
190106617,02/08/2019,12/01/2018,1400,,Central,0143,330,BURGLARY FROM VEHICLE,1607 1300 0344,23,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,400 S  SPRING                       ST,,"(34.0488, -118.25)"
190106699,02/09/2019,11/09/2018,0800,,Central,0182,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1606,31,M,B,101,STREET,,,IC,Invest Cont,420,,,,1200 S  FLOWER                       ST,,"(34.0415, -118.2654)"
190106821,02/11/2019,08/01/2018,1800,,Central,0182,440,THEFT PLAIN - PETTY ($950 & UNDER),1210 0344,36,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1200 S  HILL                         ST,,"(34.042, -118.2625)"
190106882,02/11/2019,12/21/2018,1700,,Central,0195,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2034 2032,59,F,A,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,300 E  15TH                         ST,,"(34.0331, -118.2599)"
190106943,02/11/2019,10/17/2018,0001,,Central,0122,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,59,F,H,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",511,VERBAL THREAT,IC,Invest Cont,930,,,,100 N  HILL                         ST,,"(34.0572, -118.2481)"
190106987,02/13/2019,02/13/2018,0620,,Central,0192,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,1300 S  FLOWER                       ST,,"(34.0401, -118.2668)"
190107074,02/15/2019,10/26/2018,1400,,Central,0191,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,600 W  WASHINGTON                   BL,,"(34.0388, -118.2717)"
190107376,02/19/2019,12/20/2018,2300,,Central,0182,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1609 0344,37,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1000 S  HILL                         ST,,"(34.042, -118.2625)"
190107394,02/06/2019,12/14/2018,1145,,Central,0182,330,BURGLARY FROM VEHICLE,1300 0344,44,M,W,101,STREET,,,IC,Invest Cont,330,,,,9TH                          ST,GRAND                        AV,"(34.0444, -118.2593)"
190107449,02/20/2019,11/15/2018,0800,,Central,0192,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1803 0344,49,M,K,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,1700 S  HILL                         ST,,"(34.0363, -118.2672)"
190107541,02/21/2019,11/27/2018,1800,,Central,0118,354,THEFT OF IDENTITY,0930 1822 0923,35,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,900 N  BROADWAY,,"(34.064, -118.2375)"
190107657,02/22/2019,09/29/2018,0630,,Central,0138,121,"RAPE, FORCIBLE",0527 1218 0400 1268 2004 0536 0537 0448,28,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,2ND,SAN PEDRO,"(34.0493, -118.2418)"
190107729,02/24/2019,11/23/2018,2018,,Central,0135,354,THEFT OF IDENTITY,0377,25,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,300 S  MAIN                         ST,,"(34.0496, -118.2458)"
190107742,02/24/2019,10/28/2018,1200,,Central,0192,480,BIKE - STOLEN,0344 0397,23,M,W,710,OTHER PREMISE,,,IC,Invest Cont,480,,,,1300 S  FIGUEROA                     ST,,"(34.0407, -118.268)"
190107833,02/26/2019,02/14/2018,0300,,Central,0156,220,ATTEMPTED ROBBERY,,44,M,W,101,STREET,102,HAND GUN,IC,Invest Cont,220,,,,6TH                          ST,W  SAN JULIAN,"(34.0428, -118.2461)"
190107861,02/26/2019,11/30/2018,1100,,Central,0153,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,36,M,W,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,341,,,,500 S  HILL                         ST,,"(34.0488, -118.2518)"
190107877,02/26/2019,12/03/2018,0800,,Central,0152,330,BURGLARY FROM VEHICLE,0344 1606,38,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,600 S  FLOWER                       ST,,"(34.0502, -118.2574)"
190107878,02/26/2019,12/03/2018,1350,,Central,0152,480,BIKE - STOLEN,0344 1606 2032,38,M,H,710,OTHER PREMISE,,,IC,Invest Cont,480,,,,600 S  FLOWER                       ST,,"(34.0502, -118.2574)"
190205632,02/01/2019,11/27/2018,0800,,Rampart,0249,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0325 1822 0913,33,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,1000    WILSHIRE                     BL,,"(34.0514, -118.2613)"
190205661,02/02/2019,01/01/2018,0800,,Rampart,0238,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1814 2041 1906 0906,27,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,1300    ANGELINA                     ST,,"(34.0648, -118.2558)"
190205702,02/03/2019,12/29/2018,2200,,Rampart,0235,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1259 0536 1820 0501 0506 0515 0516 0520 0532 0913,15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,2300 W  2ND                          ST,,"(34.0667, -118.2728)"
190205748,02/04/2019,11/01/2018,0800,,Rampart,0238,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 1251 1258 1811 0500 0522,12,F,H,729,SPECIALTY SCHOOL/OTHER,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,1200    COLTON                       ST,,"(34.062, -118.2545)"
190205749,02/04/2019,11/01/2018,0800,,Rampart,0238,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 1251 1259 1811 0500 0522,13,F,H,729,SPECIALTY SCHOOL/OTHER,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,1200    COLTON                       ST,,"(34.062, -118.2545)"
190205750,02/04/2019,11/01/2018,0800,,Rampart,0238,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 1251 1258 1811 0500 0522,13,F,H,729,SPECIALTY SCHOOL/OTHER,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,1200    COLTON                       ST,,"(34.062, -118.2545)"
190205808,02/05/2019,12/16/2018,0900,,Rampart,0257,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352 1202,60,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,400 S  UNION                        AV,,"(34.0599, -118.2682)"
190205833,02/05/2019,03/19/2018,1000,,Rampart,0245,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,500 S  LAKE                         ST,,"(34.0611, -118.2754)"
190205898,02/06/2019,12/01/2018,0800,,Rampart,0241,354,THEFT OF IDENTITY,0377,59,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,600 W  MELVIL                       AV,,"(34.0657, -118.2825)"
190205958,02/07/2019,02/07/2018,0700,,Rampart,0245,310,BURGLARY,0344,42,M,A,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,2500 W  6TH                          ST,,"(34.0616, -118.2795)"
190205971,02/07/2019,12/22/2018,1600,,Rampart,0245,310,BURGLARY,0344 0329 1402 1602 0352 0321,21,M,H,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,2500 W  6TH                          ST,,"(34.0616, -118.2795)"
190206000,02/07/2019,09/24/2018,1200,,Rampart,0246,354,THEFT OF IDENTITY,1822 0922,71,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1900 W  6TH                          ST,,"(34.0598, -118.2734)"
190206046,02/01/2019,07/16/2018,1200,,Rampart,0261,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0418 1202 1818 2021 0913,68,M,W,510,NURSING/CONVALESCENT/RETIREMENT HOME,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,910,,,800 S  LAKE                         ST,,"(34.0567, -118.2815)"
190206048,02/08/2019,03/03/2018,1200,,Rampart,0211,310,BURGLARY,0344,37,M,W,120,STORAGE SHED,,,IC,Invest Cont,310,,,,600    HELIOTROPE                   DR,,"(34.0812, -118.2953)"
190206056,02/08/2019,11/10/2018,2315,,Rampart,0289,121,"RAPE, FORCIBLE",,0,M,X,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,12TH                         PL,VALENCIA                     ST,"(34.0447, -118.2747)"
190206203,02/11/2019,09/13/2018,0800,,Rampart,0285,354,THEFT OF IDENTITY,1822 0928,23,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1600 W  11TH                         ST,,"(34.0477, -118.2751)"
190206216,02/11/2019,12/15/2018,0800,,Rampart,0204,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,27,F,H,109,PARK/PLAYGROUND,,,IC,Invest Cont,440,,,,800    LUCILE                       AV,,"(34.0835, -118.2838)"
190206307,02/13/2019,11/24/2018,1115,,Rampart,0248,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,29,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1600 W  3RD                          ST,,"(34.0599, -118.2655)"
190206421,02/14/2019,12/24/2018,1600,,Rampart,0212,354,THEFT OF IDENTITY,1822 0100,36,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,500 N  MADISON                      AV,,"(34.0798, -118.2892)"
190206438,02/12/2019,09/14/2018,1400,,Rampart,0265,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,35,M,B,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,700 S  ALVARADO                     ST,,"(34.0565, -118.2768)"
190206738,02/21/2019,11/29/2018,1921,,Rampart,0248,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2000 1814 0421 0432 0369,39,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,300    COLUMBIA                     AV,,"(34.0594, -118.2644)"
190206818,02/22/2019,10/01/2018,0900,,Rampart,0235,330,BURGLARY FROM VEHICLE,1822 0344,29,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,100 S  CARONDELET                   ST,,"(34.0686, -118.2746)"
190206819,02/22/2019,12/02/2018,0900,,Rampart,0236,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0913 0344 1803,0,X,X,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,,,1700    BEVERLY                      BL,,"(34.0647, -118.2657)"
190206820,02/22/2019,12/05/2018,1000,,Rampart,0257,354,THEFT OF IDENTITY,1822 0344 0922 0929,63,M,H,602,BANK,,,IC,Invest Cont,354,,,,UNION,WILSHIRE,"(34.0547, -118.2707)"
190206902,02/23/2019,12/22/2018,1200,,Rampart,0249,480,BIKE - STOLEN,0344,32,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,600    SAINT PAUL                   AV,,"(34.0535, -118.2609)"
190206979,02/25/2019,09/01/2018,1000,,Rampart,0215,624,BATTERY - SIMPLE ASSAULT,0913 0400 1251 1815 1824,12,F,H,723,PRIVATE SCHOOL/PRESCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3400 W  TEMPLE                       ST,,"(34.0757, -118.2777)"
190207050,02/26/2019,10/10/2018,0700,,Rampart,0257,121,"RAPE, FORCIBLE",0342 0416 0507 0516 0527 0913 1019 1206 1402 1817,24,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,600    VALENCIA                     ST,,"(34.0562, -118.2673)"
190207061,02/26/2019,12/20/2018,0900,,Rampart,0245,121,"RAPE, FORCIBLE",0400 0516 0527 0913 1206 2004,31,F,B,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,8TH,CORONADO,"(34.061, -118.2775)"
190207067,02/26/2019,08/10/2018,1200,,Rampart,0261,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,21,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,2200 W  8TH                          ST,,"(34.0554, -118.2789)"
